"Yes","MB",0.56,0.14,0.214,0.392,0.7466666666666667,0.14,0.2853333333333333,0.392,0.20724933333333337,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",0.481,-0.23,-0.255,-0.17,0.6413333333333333,-0.23,-0.33999999999999997,-0.17,0.6592250783704267,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",0.656,0.117,-0.392,-0.263,0.8746666666666667,0.117,-0.5226666666666666,-0.263,0.854534730564709,2023,3,27,"S0107-TC-20230327-1140"
"No","MB",0.882,0.218,0.129,0.247,1.176,0.218,0.172,0.247,0.6736964656614725,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",0.47000000000000003,0.628,0.101,-0.115,0.6266666666666667,0.628,0.13466666666666666,-0.115,0.5943240780925599,2023,3,27,"S0107-TC-20230327-1140"
"No","MB",0.20800000000000002,-0.657,-0.5630000000000001,0.299,0.2773333333333333,-0.657,-0.7506666666666667,0.299,0.7244926348147251,2023,3,27,"S0107-TC-20230327-1140"
"No","MB",0.117,-0.626,0.112,0.252,0.156,-0.626,0.14933333333333332,0.252,0.5487415367612409,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",0.581,-0.47000000000000003,-0.662,-0.749,0.7746666666666666,-0.47000000000000003,-0.8826666666666667,-0.749,0.7068894365573023,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",0.6880000000000001,0.579,-0.793,-0.39,0.9173333333333333,0.579,-1.0573333333333332,-0.39,0.946226997138019,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",-0.62,0.595,-0.258,-0.598,-0.8266666666666667,0.595,-0.344,-0.598,0.7098144527243705,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",-0.353,0.603,-0.046,0.137,-0.4706666666666666,0.603,-0.06133333333333333,0.137,0.2885323333333333,2023,3,27,"S0107-TC-20230327-1140"
"No","MB",-0.768,-0.506,-0.20600000000000002,-0.09,-1.024,-0.506,-0.27466666666666667,-0.09,0.5509173333333335,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",-0.044,0.314,0.20600000000000002,0.126,-0.05866666666666666,0.314,0.27466666666666667,0.126,0.10984133333333332,2023,3,27,"S0107-TC-20230327-1140"
"No","MB",-0.39,0.098,-0.019,0.241,-0.52,0.098,-0.025333333333333333,0.241,0.19885808333333332,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",-0.355,0.71,0.39,0.785,-0.4733333333333333,0.71,0.52,0.785,0.3774091696649125,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",0.607,0.136,-0.25,-0.64,0.8093333333333332,0.136,-0.3333333333333333,-0.64,0.7605954599989678,2023,3,27,"S0107-TC-20230327-1140"
